49.20,150,-17
49.25,151,-17
49.30,150,-17
49.35,148,-17
49.40,148,-17
49.45,146,-16
49.50,145,-16
49.55,145,-16
49.60,145,-16
49.65,143,-16
49.70,142,-16
49.75,141,-16
49.80,139,-17
49.85,138,-17
49.90,137,-17
49.95,136,-17
50.00,136,-16
50.05,135,-16
50.10,134,-16
50.15,134,-15
50.20,134,-15
50.25,133,-14
50.30,132,-14
50.35,132,-14
50.40,131,-14
50.45,130,-14
50.50,128,-14
50.55,128,-14
50.60,127,-14
50.65,128,-14
50.70,127,-14
50.75,126,-13
50.80,126,-13
50.85,125,-13
50.90,124,-13
50.95,124,-13
51.00,122,-14
51.05,121,-14
51.10,122,-14
51.15,122,-14
51.20,124,-15
51.25,121,-14
51.30,122,-14
51.35,119,-14
51.40,119,-14
51.45,117,-14
51.50,117,-14
51.55,116,-14
51.60,116,-14
51.65,115,-14
51.70,115,-14
51.75,114,-14
51.80,112,-15
51.85,111,-15
51.90,111,-15
51.95,109,-15
52.00,108,-15
52.05,106,-15
52.10,105,-15
52.15,104,-16
52.20,106,-16
52.25,105,-16
52.30,104,-16
52.35,103,-16
52.40,104,-16
52.45,102,-15
52.50,101,-15
52.55,101,-15
52.60,100,-15
52.65,99,-15
52.70,98,-15
52.75,98,-15
52.80,95,-15
52.85,95,-15
52.90,95,-15
52.95,94,-14
53.00,93,-14
53.05,91,-14
53.10,92,-14
53.15,91,-14
53.20,91,-15
53.25,91,-15
53.30,89,-15
53.35,88,-15
53.40,87,-15
53.45,87,-14
53.50,87,-14
53.55,87,-14
53.60,85,-14
53.65,84,-13
53.70,83,-13
53.75,83,-13
53.80,83,-13
53.85,82,-13
53.90,81,-13
53.95,80,-13
54.00,79,-13
54.05,78,-13
54.10,76,-13
54.15,77,-13
54.20,76,-13
54.25,75,-13
54.30,76,-13
54.35,74,-13
54.40,74,-13
54.45,73,-13
54.50,74,-13
54.55,73,-13
54.60,75,-13
54.65,71,-13
54.70,72,-13
54.75,70,-13
54.80,69,-13
54.85,69,-13
54.90,69,-13
54.95,68,-13
55.00,66,-13
55.05,66,-13
55.10,65,-13
55.15,65,-13
55.20,64,-13
55.25,63,-13
55.30,62,-12
55.35,61,-12
55.40,62,-12
55.45,62,-12
55.50,61,-13
55.55,59,-13
55.60,59,-13
55.65,58,-13
55.70,56,-14
55.75,57,-14
55.80,55,-14
55.85,55,-14
55.90,54,-14
55.95,54,-14
56.00,52,-14
56.05,51,-14
56.10,51,-14
56.15,51,-14
56.20,51,-14
56.25,51,-14
56.30,51,-14
56.35,50,-14
56.40,49,-14
56.45,51,-14
56.50,49,-14
56.55,46,-14
56.60,46,-14
56.65,45,-14
56.70,43,-13
56.75,42,-13
56.80,42,-13
56.85,40,-13
56.90,40,-13
56.95,39,-13
57.00,37,-13
57.05,38,-13
57.10,38,-13
57.15,37,-14
57.20,36,-14
57.25,35,-15
57.30,34,-15
57.35,34,-16
57.40,34,-16
57.45,32,-16
57.50,33,-16
57.55,32,-15
57.60,30,-15
57.65,32,-15
57.70,31,-15
57.75,31,-15
57.80,30,-15
57.85,29,-15
57.90,27,-15
57.95,28,-15
58.00,28,-15
58.05,26,-15
58.10,24,-15
58.15,23,-15
58.20,22,-15
58.25,20,-15
58.30,20,-14
58.35,19,-14
58.40,18,-14
58.45,16,-14
58.50,19,-15
58.55,17,-15
58.60,15,-15
58.65,14,-15
58.70,13,-15
58.75,12,-15
58.80,12,-16
58.85,12,-16
58.90,10,-16
58.95,10,-16
59.00,8,-16
59.05,8,-16
59.10,8,-15
59.15,6,-15
59.20,7,-15
59.25,6,-14
59.30,8,-14
59.35,6,-14
59.40,5,-14
59.45,3,-14
59.50,3,-14
59.55,2,-14
59.60,2,-13
59.65,2,-13
59.70,1,-12
59.75,0,-12
59.80,-3,-12
59.85,-4,-11
59.90,-4,-11
59.95,-6,-10
60.00,-5,-10
60.05,-6,-9
60.10,-5,-9
60.15,-6,-9
60.20,-8,-9
60.25,-7,-9
60.30,-10,-9
60.35,-10,-8
60.40,-10,-8
60.45,-11,-7
60.50,-10,-7
60.55,-11,-7
60.60,-10,-6
60.65,-11,-6
60.70,-10,-6
60.75,-11,-5
60.80,-10,-4
60.85,-11,-4
60.90,-11,-3
60.95,-10,-3
61.00,-10,-3
61.05,-10,-2
61.10,-10,-2
61.15,-10,-2
61.20,-11,-2
61.25,-10,-1
61.30,-11,-1
61.35,-11,0
61.40,-10,0
61.45,-11,0
61.50,-11,0
61.55,-11,0
61.60,-10,0
61.65,-11,0
61.70,-10,0
61.75,-10,0
61.80,-11,0
61.85,-10,0
61.90,-10,0
61.95,-10,0
62.00,-10,0
62.05,-10,0
62.10,-11,0
62.15,-10,0
62.20,-10,0
62.25,-11,0
62.30,-10,0
62.35,-11,0
62.40,-11,0
62.45,-10,0
62.50,-11,0
62.55,-10,0
62.60,-12,0
62.65,-11,0
62.70,-11,0
62.75,-10,0
62.80,-11,0
62.85,-10,0
62.90,-11,0
62.95,-10,0
63.00,-11,0
63.05,-11,0
63.10,-10,0
63.15,-10,0
63.20,-11,0
63.25,-11,0
63.30,-10,0
63.35,-10,0
63.40,-11,0
63.45,-10,0
63.50,-10,0
63.55,-10,0
63.60,-10,0
63.65,-10,0
63.70,-11,0
63.75,-10,0
63.80,-10,0
63.85,-9,0
63.90,-10,0
63.95,-11,0
64.00,-11,0
64.05,-11,0
64.10,-10,0
64.15,-10,0
64.20,-10,0
64.25,-10,0
64.30,-10,0
64.35,-10,0
64.40,-10,0
64.45,-10,0
64.50,-10,0
64.55,-11,0
64.60,-10,0
64.65,-10,0
64.70,-10,0
64.75,-10,0
64.80,-10,0
64.85,-9,0
64.90,-10,0
64.95,-10,0
65.00,-10,0
65.05,-11,0
65.10,-10,0
65.15,-10,0
65.20,-10,0
65.25,-10,0
65.30,-10,0
65.35,-11,0
65.40,-11,0
65.45,-9,0
65.50,-10,0
65.55,-10,0
65.60,-10,0
65.65,-11,0
65.70,-10,0
65.75,-11,0
65.80,-10,0
65.85,-10,0
65.90,-10,0
65.95,-10,0
66.00,-11,0
66.05,-11,0
66.10,-10,0
66.15,-10,0
66.20,-10,0
66.25,-10,0
66.30,-10,0
66.35,-11,0
66.40,-11,0
66.45,-11,0
66.50,-11,0
66.55,-11,0
66.60,-11,0
66.65,-10,0
66.70,-11,0
66.75,-11,0
66.80,-10,0
66.85,-10,0
66.90,-10,0
66.95,-10,0
67.00,-11,0
67.05,-10,0
67.10,-10,0
67.15,-10,0
67.20,-10,0
67.25,-10,0
67.30,-9,0
67.35,-10,0
67.40,-10,0
67.45,-10,0
67.50,-10,0
67.55,-10,0
67.60,-10,0
67.65,-10,0
67.70,-10,0
67.75,-10,0
67.80,-9,0
67.85,-10,0
67.90,-11,0
67.95,-10,0
68.00,-10,0
68.05,-10,0
68.10,-10,0
68.15,-10,0
68.20,-10,0
68.25,-10,0
68.30,-10,0
68.35,-10,0
68.40,-10,0
68.45,-10,0
68.50,-10,0
68.55,-10,0
68.60,-10,0
68.65,-10,-1
68.70,-10,-2
68.75,-10,-2
68.80,-11,-2
68.85,-11,-1
68.90,-10,0
68.95,-11,1
69.00,-10,1
69.05,-10,1
69.10,-11,0
69.15,-10,0
69.20,-10,0
69.25,-10,0
69.30,-10,0
69.35,-11,0
69.40,-10,0
69.45,-10,0
69.50,-11,0
69.55,-11,0
